patient_id,radio_dim_0,radio_dim_1,radio_dim_2,radio_dim_3,radio_dim_4,radio_dim_5,radio_dim_6,radio_dim_7,radio_dim_8,radio_dim_9,radio_dim_10,radio_dim_11,radio_dim_12,radio_dim_13,radio_dim_14,radio_dim_15,radio_dim_16,radio_dim_17,radio_dim_18,radio_dim_19,radio_dim_20,radio_dim_21,radio_dim_22,radio_dim_23,radio_dim_24,radio_dim_25,radio_dim_26,radio_dim_27,radio_dim_28,radio_dim_29,radio_dim_30,radio_dim_31,radio_dim_32,radio_dim_33,radio_dim_34,radio_dim_35,radio_dim_36,radio_dim_37,radio_dim_38,radio_dim_39,radio_dim_40,radio_dim_41,radio_dim_42,radio_dim_43,radio_dim_44,radio_dim_45,radio_dim_46,radio_dim_47,radio_dim_48,radio_dim_49,radio_dim_50,radio_dim_51,radio_dim_52,radio_dim_53,radio_dim_54,radio_dim_55,radio_dim_56,radio_dim_57,radio_dim_58,radio_dim_59,radio_dim_60,radio_dim_61,radio_dim_62,radio_dim_63,radio_dim_64,radio_dim_65,radio_dim_66,radio_dim_67,radio_dim_68,radio_dim_69,radio_dim_70,radio_dim_71,radio_dim_72,radio_dim_73,radio_dim_74,radio_dim_75,radio_dim_76,radio_dim_77,radio_dim_78,radio_dim_79,radio_dim_80,radio_dim_81,radio_dim_82,radio_dim_83,radio_dim_84,radio_dim_85,radio_dim_86,radio_dim_87,radio_dim_88,radio_dim_89,radio_dim_90,radio_dim_91,radio_dim_92,radio_dim_93,radio_dim_94,radio_dim_95,radio_dim_96,radio_dim_97,radio_dim_98,radio_dim_99,radio_dim_100,radio_dim_101,radio_dim_102,radio_dim_103,radio_dim_104,radio_dim_105,radio_dim_106,radio_dim_107,radio_dim_108,radio_dim_109,radio_dim_110,radio_dim_111,radio_dim_112,radio_dim_113,radio_dim_114,radio_dim_115,radio_dim_116,radio_dim_117,radio_dim_118,radio_dim_119,radio_dim_120,radio_dim_121,radio_dim_122,radio_dim_123,radio_dim_124,radio_dim_125,radio_dim_126,radio_dim_127
LUNG1-011,0.0024513826,0.12189793,-0.070286706,-0.053505547,0.044218194,-0.06608491,-0.036908098,-0.18502453,0.043184776,0.19291964,0.022663038,-0.029577456,-0.16708672,-0.05084195,-0.09063618,-0.09127355,-0.026103714,-0.010793518,0.06860514,-0.11167145,-0.0784524,0.05855622,0.10982112,-0.03646838,-0.0033463687,0.021796737,-0.11235744,-0.111654975,-0.031073492,0.15687725,-0.07920872,-0.07480158,0.12995455,0.10403244,-0.05226776,-0.030509405,-0.04615884,-0.00010045245,0.048838288,-0.053208344,-0.13760409,-0.018807909,-0.042255655,-0.04435405,-0.0042027906,-0.060243838,-0.016471356,0.17205492,-0.03847271,0.18095466,0.06320481,-0.001501523,0.1359728,-0.15331995,-0.03062839,0.010047965,0.11345227,-0.0075890236,0.009146471,0.114175044,-0.12855312,0.026641803,-0.05320102,-0.11204862,0.013586724,0.07663281,-0.034708418,0.1286132,-0.13602796,0.14236271,-0.050192058,0.20271213,0.06343667,0.042515796,0.058943834,-0.11405994,-0.010991611,0.03478417,0.025568007,0.026597463,0.053369757,0.16148442,-0.007601626,0.10352687,0.07436156,-0.14225063,-0.088134706,-0.0036526732,0.052669458,-0.15710217,0.0610137,0.023489404,0.052722044,-0.107225865,-0.07466528,-0.039382197,0.08569101,-0.016881403,0.036247566,0.07067756,0.016225128,-0.07744205,-0.0059637576,0.050733194,0.07349313,0.006215103,0.07533645,-0.042872608,-0.131116,0.09747715,-0.14805537,-0.051716283,-0.012914941,0.15164694,-0.038822845,-0.019598061,-0.09870301,0.033105154,0.03030644,0.06479358,-0.010711137,-0.015608273,-0.01167535,-0.026197283,-0.101476304,0.018765453,0.02075985,-0.116320156
LUNG1-012,0.07870197,0.035968862,-0.07672345,-0.06777965,0.009349598,0.00094389543,-0.07846808,-0.13252255,0.009418553,0.2748462,-0.015201252,-0.008855671,-0.23552026,-0.120312475,-0.2203674,0.02769302,-0.03693875,-0.02871089,-0.059863426,-0.11635247,-0.14383714,0.11688755,0.16423409,-0.11153021,-0.067553826,0.0378981,-0.20055322,-0.18383503,-0.029654581,0.17625257,0.0132772885,-0.07977138,0.0709286,0.08732111,-0.049848508,0.002802465,-0.20398726,-0.039455757,0.060768872,-0.00441966,-0.08532557,-0.07742358,0.030042171,-0.045250043,0.12578627,-0.09421616,-0.08066243,0.23112845,-0.08280967,0.05181708,0.054343536,-0.069001265,0.060464114,-0.06754823,-0.021638822,-0.11906585,0.109183125,-0.0028169528,0.06553441,0.07317388,-0.07037032,0.005262254,-0.12689286,-0.09905621,-0.003514016,0.12352573,-0.023844987,0.24614978,-0.14162183,0.214082,-0.07760224,0.24076915,0.056016404,0.02150809,0.14803654,-0.03749875,0.0333537,0.03172002,0.06028445,0.03991677,-0.025580816,0.1980827,-0.0042351857,0.060385533,0.06712572,-0.120797575,-0.05013103,-0.04889345,0.06897896,-0.19762245,0.10114079,0.0066074654,0.054231882,-0.030597735,-0.113352925,-0.14229909,0.13468081,0.06757156,0.022340886,0.13568212,0.056205157,-0.09549117,0.048091322,-0.020098895,0.09705469,0.02122571,0.009844728,-0.08712734,-0.102360815,0.1634059,-0.16161725,-0.047408924,0.0028585643,0.059389167,0.11938112,0.0029876158,-0.018538004,0.019145738,0.028009309,0.1444338,0.058868982,-0.024491545,0.041621983,-0.04277661,-0.10557986,0.04167836,0.074563794,-0.18826887
LUNG1-013,0.00057793595,0.04850035,-0.002781175,-0.028295934,0.14386165,-0.06611993,0.016274646,-0.12766162,0.1313929,0.048329167,0.09094949,-0.09165755,-0.15288422,-0.0121848695,-0.1636703,0.030056277,-0.009455327,-0.08395771,0.15142778,-0.118955,-0.04074199,0.06142296,0.067982316,0.06851989,0.11062217,0.122283675,-0.08496599,-0.09964452,-0.05306866,0.071269125,0.009643745,-0.05858516,0.111981496,0.0639886,0.023298867,-0.09351688,0.0457281,0.047704935,0.07466911,-0.010898393,-0.08284774,-0.009120826,-0.057187274,0.1341061,0.005342014,-0.045507617,-0.058518842,0.17407584,-0.10881279,0.096869156,-0.03632918,0.020465653,0.16599856,-0.11502668,-0.07178981,-0.051527712,0.1699298,0.029425725,-0.008239824,0.056818996,-0.047250718,-0.10496787,-0.0146445725,-0.086831376,0.028531823,0.016136084,0.049810253,0.10608317,-0.082499586,0.15686624,-0.07398296,0.19806299,0.06413242,0.08119345,0.08250561,-0.053003162,0.051765148,-0.0033569797,0.09433727,0.019187316,0.039573155,0.1706928,-0.04401383,0.038261656,0.10206223,-0.19375637,-0.066266455,-0.019352818,0.10119239,-0.20104001,0.10347647,0.057285182,0.072972625,-0.10385119,0.091000184,-0.07926459,-0.010575043,-0.048183788,0.040859558,0.08319645,-0.04647398,-0.031939827,-0.06882611,0.03706842,0.09061592,-0.023824653,0.05187506,-0.021768428,-0.18495846,0.08420211,-0.03957266,-0.04647115,0.029787388,0.15982088,0.019604731,-0.009778382,0.012000874,0.05973001,0.04616159,0.18371847,-0.006957095,-0.0024716929,-0.0930073,-0.055777326,-0.112588,0.0082379505,0.09693093,-0.116802126
LUNG1-014,-0.0031366814,0.08945604,-0.06851341,-0.02711676,0.093979046,-0.04901434,-0.046030767,-0.21800116,-0.04999587,0.14660466,0.0754544,-0.015071936,-0.14146881,0.0070912056,-0.033044957,-0.00094245176,0.057813033,-0.04990965,0.01135659,-0.14466134,-0.13159864,0.06554362,0.15456626,-0.023859773,-0.012142584,0.08706262,-0.15101117,-0.0623027,-0.029434208,0.03207769,-0.07007535,-0.04370544,0.07011883,0.13936046,-0.08440234,-0.10880511,-0.052744225,-0.022061855,0.08016507,-0.038881317,-0.06695434,-0.045357257,-0.038465947,0.000556672,-0.015022563,-0.052717693,-0.0033483244,0.086601585,-0.036571424,0.123096734,-0.0012294054,0.013680376,0.09136042,-0.092001304,-0.03246158,-0.024777532,0.12171605,-0.05383056,0.033620197,0.14183098,-0.11656686,0.007210454,-0.14411326,-0.14942425,-0.031461757,0.021563938,-0.018661387,0.16195363,-0.1301205,0.17630497,-0.098605216,0.21129611,0.078656375,0.06479335,0.09940025,-0.0735917,-0.0819441,0.021604089,0.0126053905,0.10659985,-0.027982228,0.11055893,-0.026813235,0.091854066,0.10375408,-0.10577455,-0.1464279,-0.027983528,0.057019047,-0.09256828,0.099637374,-0.00840896,0.05907913,-0.13636011,-0.038796954,-0.09126322,0.102511,-0.04779648,0.022657493,0.074450105,0.014432629,-0.047512,0.040960792,-0.008301608,0.086628474,-0.014669424,0.05500844,-0.08987108,-0.061821565,0.058786213,-0.17489153,-0.09969522,-0.057818815,0.15345448,-0.019480105,-0.18100312,-0.07884252,0.0619728,0.0616608,0.07212386,0.07771425,-0.07312097,-0.045645297,-0.06497281,-0.05481997,0.023871318,0.089837566,-0.141061
LUNG1-015,-0.10305527,-0.054559186,0.0057720393,0.11581771,0.1906089,-0.14203656,0.04610595,-0.15696692,0.019059142,0.03769423,0.08535698,0.08034228,-0.13792445,-0.020935744,-0.2175684,0.11959489,-0.061152417,-0.076070026,0.09225114,-0.09469024,-0.08054727,0.02993625,0.21756202,0.01941747,0.1297072,0.06277166,-0.0461511,-0.15379676,-0.09519091,0.13420376,0.09978358,-0.18079418,0.08090625,0.16927841,0.06918005,-0.00228329,-0.07057488,0.030588202,0.053019278,0.047960468,-0.17266035,0.02831924,0.037320845,0.21933487,0.008521851,-0.18401292,-0.031184457,0.14941633,-0.1033649,0.0721266,0.039124582,0.03298738,0.15487635,-0.063672796,-0.06435778,0.065191016,0.2382302,0.074420124,-0.042806443,-0.07622025,-0.07943991,-0.064823695,-0.02617422,-0.04613248,0.07748561,0.012981284,0.15604469,0.16027915,-0.1344729,0.078990884,-0.19384822,0.24665865,0.036215138,0.17406616,0.09412071,0.013553575,0.13101876,0.026497107,0.18490207,0.0008197315,0.08289786,0.12872398,0.005648814,0.02070187,0.0709305,-0.18569608,-0.105610624,-0.11486874,0.18091981,-0.36993605,0.11605236,-0.0853313,0.12488675,-0.0046924576,0.10295687,-0.04309859,-0.02706533,-0.011116615,0.12748921,0.12768734,0.045226183,-0.06769844,-0.10113672,0.10128399,0.09098926,-0.14627396,0.09610608,-0.043091815,-0.12841982,0.15386286,-0.020695828,-0.04915202,0.12344558,0.018755615,0.18108845,-0.093347795,-0.04012795,0.12654474,-0.04069341,0.1883032,-0.022432335,0.030880608,-0.11017792,-0.12126464,-0.13332754,0.03845927,0.14465109,-0.09559607
LUNG1-016,0.030809965,0.075224385,-0.1009507,-0.044379033,0.12247135,-0.08570257,-0.07454682,-0.14619613,-0.0037229024,0.16320306,0.010084175,-0.04304831,-0.1727438,-0.053694107,-0.092484735,0.09633721,0.039288383,-0.082984254,-0.060832888,-0.1595167,-0.14188279,0.074168235,0.1460211,-0.009927321,-0.03446594,0.08788802,-0.17253625,-0.13090923,-0.064768635,0.12842898,-0.025516404,-0.057702538,0.0929215,0.104667984,-0.024663318,-0.04428339,-0.1054035,-0.036415864,-0.0029054964,0.001923969,-0.14976063,-0.0046746284,-0.048520394,0.04062994,0.014317997,-0.052934133,-0.010494856,0.15044005,-0.12610045,0.08514453,0.009853311,0.014188867,0.1275565,-0.09573291,-0.027416645,-0.07240995,0.12029744,-0.0040978044,0.0020187534,0.17316288,-0.10859143,-0.00086152926,-0.13759169,-0.1426818,-0.0008980129,0.009634294,0.020097468,0.22870374,-0.078662604,0.1633972,-0.119654536,0.21768877,0.0931585,0.07790674,0.14911214,-0.053650048,-0.08973784,-0.018451944,0.09699807,0.07408915,-0.021894388,0.1660539,-0.0066019297,0.06053687,0.059891894,-0.12144072,-0.11751066,-0.06632359,0.041281793,-0.16457821,0.08395506,-0.000915356,0.055824853,-0.08865275,-0.07058161,-0.10982263,0.060925886,0.036248766,0.015712284,0.013266116,0.036745116,-0.14885922,0.03129493,0.0003452599,0.059497237,-0.12486308,0.038713153,-0.042156816,-0.16357481,0.045293413,-0.08281036,-0.009482976,-0.054757804,0.15014099,0.07088745,-0.10423654,-0.021082608,0.07744142,0.0457913,0.025403678,0.032792583,-0.026555892,-0.09161173,-0.059775356,-0.019036658,0.024071835,0.13122925,-0.13546987
LUNG1-017,0.090826504,0.036678337,-0.17880337,-0.050541572,0.15365416,-0.13124481,-0.14144447,-0.23883739,0.017553369,0.22471887,0.016079154,0.061710715,-0.17721501,-0.0080500655,-0.100710385,0.07010704,-0.07412384,-0.069971494,-0.043522477,-0.14941385,-0.04286652,0.19110262,0.23179528,0.053913027,0.01227162,0.1116343,-0.24480718,-0.21935245,-0.07269151,0.090575516,-0.03694731,-0.07381255,0.22351232,0.072093405,-0.05761111,-0.068278775,-0.002770096,0.02360506,0.058261104,0.021895487,-0.11516586,0.04848461,-0.031144846,0.031231433,0.0073840134,-0.21146823,-0.05996284,0.20018324,-0.07361133,0.007218607,0.00034292787,0.0075908564,0.15148768,0.009823702,-0.054012753,-0.048837498,0.1424692,0.015548423,0.04070474,0.06438617,-0.17445031,-0.019610353,-0.088090554,-0.052473508,0.07155179,0.03690882,0.08122294,0.22033599,-0.10823827,0.24036449,-0.119308025,0.23229763,0.10864529,0.07966025,0.18519083,-0.15530528,-0.10057328,-0.00069203414,-0.0031329917,0.0021231137,-0.03220474,0.13308892,0.012854174,0.051410906,0.11987401,-0.17517795,-0.059853755,-0.021627657,-0.049600936,-0.29020697,0.06964326,-0.0057476196,0.009399585,0.0021869019,-0.07198649,-0.06954876,0.10109131,0.052039802,0.024688086,0.1119333,0.011870401,-0.15699685,-0.019961864,-0.016203396,0.15243655,-0.12866819,0.034149617,-0.040625054,-0.09082203,0.13152534,-0.099262916,-0.015120268,-0.023498617,0.17437266,0.0005670283,-0.14610907,0.011611696,-0.035551257,0.12680112,0.03525928,0.10570714,0.09147222,0.004849922,-0.04189854,-0.03224209,0.030737959,0.12646025,-0.15157887
LUNG1-018,0.07919445,0.06395468,-0.06326868,-0.034515932,0.15347852,-0.14873195,-0.011040822,-0.14585863,0.04851224,0.06926282,0.08468866,-0.052884754,-0.12676014,0.0100739,-0.061710846,0.015381944,0.017331477,-0.07359018,-0.0026530214,-0.103278816,-0.12272833,0.082309775,0.10695109,0.041645687,0.06071774,0.103132196,-0.10924886,0.0048160553,-0.08458835,0.10060066,0.017979536,-0.070680924,0.038220715,0.12664923,0.06775656,-0.01868809,-0.07689608,-0.0119646825,0.015646294,0.035557378,-0.15064013,-0.030948792,-0.018485103,0.050626464,-0.01064302,-0.032788493,-0.023039937,0.057239298,-0.12421547,0.052228987,0.060873665,0.064708665,0.071381286,-0.14702304,-0.0019769128,-0.02477235,0.10502009,-0.02223896,0.0023354776,0.13970126,-0.08802027,-0.058523975,-0.060873523,-0.12696576,0.02577328,-0.09645466,0.03728782,0.18388811,-0.05852733,0.11877519,-0.13339892,0.14646485,0.08514695,0.10204849,0.11744818,-0.060450777,-0.049550086,-0.031876713,0.09210063,0.031476513,-0.03422229,0.1397764,0.015603483,0.0053991377,0.107969195,-0.1504875,-0.15346232,-0.07386275,0.12051574,-0.12003197,0.14437406,0.022844508,0.10591541,-0.07831535,0.0121295955,-0.079752274,0.025354702,0.002817016,0.0020808708,-0.008530229,-0.024401618,-0.09543662,0.04733789,0.010001376,0.05935187,-0.06933813,0.07964593,-0.061443757,-0.16317013,-0.014443964,-0.04377907,-0.08126731,-0.0144739,0.15562335,0.13664888,-0.1658674,0.027245987,0.04768941,0.070748776,0.08224085,0.06343786,-0.082911775,-0.15393342,-0.024319518,-0.052622378,-0.016142607,0.13464156,-0.08486217
LUNG1-019,-0.02118389,-0.08827697,0.058739867,0.014150761,0.19662142,-0.15171207,0.051566496,-0.07089508,0.21243134,0.064008676,0.17957929,0.099699914,-0.2354715,-0.14125854,-0.17690292,0.070273556,-0.09492265,-0.179985,0.10660792,-0.10209486,0.03383636,0.12522899,0.13863671,0.053903256,0.11373093,0.2234883,-0.034279805,-0.14133355,-0.022121042,0.07143594,0.08147537,-0.03560929,0.09774175,0.08877846,0.03697656,-0.05834037,0.08348259,0.09934744,0.052920803,-0.004046472,-0.080239855,0.053502105,-0.0140734855,0.17446491,0.050189435,-0.15617806,-0.08116104,0.3126559,0.003222078,0.014792934,-0.0029208884,0.078147575,0.18774924,-0.069509104,-0.08009073,0.023437686,0.14963174,0.06006056,0.05272421,0.028613713,-0.07117606,-0.12633055,-0.14385498,-0.13258016,0.03157799,0.046367876,0.10550564,0.056721006,-0.208362,0.14686067,-0.15566912,0.24329558,0.08034252,0.10720492,0.10785045,-0.07875429,0.14752465,0.02639817,0.15820983,-0.05169461,0.08738066,0.24645464,-0.067304485,0.18726107,0.09268636,-0.24355511,0.11109893,-0.14394102,0.058141842,-0.38072214,0.043898292,0.1038571,0.08785975,-0.00031944364,0.12967166,-0.14976686,-0.013222754,-0.04082641,0.14530978,0.051285286,-0.07298903,0.019284692,-0.16311336,0.1204799,0.085608505,0.0027406886,0.15401797,-0.027567904,-0.17255461,0.22116286,0.08976359,-0.09203871,0.027120901,0.15762033,0.06823684,0.024422321,-0.12633643,0.076109886,0.013774834,0.24330384,0.006957922,-0.0034983829,-0.17606108,-0.15433364,-0.15008385,0.019622207,0.11443433,-0.018637922
LUNG1-020,0.023394752,-9.205565e-05,-0.064875275,0.015287206,0.056519568,-0.0680166,-0.058620654,-0.12150995,0.050884,0.07737914,0.051748887,-0.018961333,-0.121190175,0.001969058,-0.15343118,0.02857628,0.019190062,-0.051567145,0.06589777,-0.15467256,-0.123768106,0.04237246,0.0713532,-0.009990729,0.021949083,0.07829403,-0.083285354,-0.07247696,-0.029057816,0.04741046,0.0022459142,-0.04501088,0.0785441,0.076351084,-0.058726486,-0.0452481,-0.0554294,-0.004178688,0.041994255,-0.016245987,-0.06374591,0.0075790845,-0.0338053,0.022107057,-0.0014094412,-0.0055412343,-0.032147985,0.14326435,-0.07637619,0.04267373,0.04147368,0.009259183,0.13647273,-0.060196087,-0.059107207,-0.09342346,0.14647403,-0.02425598,-0.016245928,0.11534937,-0.0876177,0.010471361,-0.09408986,-0.097713806,-0.015501705,0.048073296,0.021254994,0.11883409,-0.096142314,0.15023212,-0.083455406,0.22596115,0.084012106,0.059820868,0.0829443,-0.03925527,0.042597145,0.050875843,0.033465423,0.07923822,0.087711796,0.13541782,-0.04450053,0.080980435,0.08420159,-0.12741652,-0.07068396,-0.053295936,0.025239863,-0.18673223,0.07031345,0.06689092,0.081406444,-0.096629374,0.017333072,-0.14931273,0.07060269,-0.030979495,0.011891602,0.12356442,0.009610505,-0.103929795,0.014338942,0.03999726,0.077641524,-0.0057765637,0.047672983,-0.015266623,-0.09188432,0.1390782,-0.10767585,-0.11020611,0.016595015,0.18825132,-0.019686684,-0.054392535,-0.07659696,0.068816975,0.054520648,0.10111794,0.038470894,-0.023286898,-0.0314137,-0.11783898,-0.0668076,0.025874645,0.10407375,-0.12570398
LUNG1-021,0.04221621,0.068401754,-0.16917878,-0.11248299,0.053127006,-0.06787049,-0.13101012,-0.21184857,0.04664635,0.17054027,-0.02121384,0.0027430356,-0.19123054,-0.023388088,-0.14326411,0.027506351,-0.07814632,-0.045774817,0.08999728,-0.15755197,0.009177964,0.17160037,0.15469718,0.00868148,-0.010339595,0.112555385,-0.24419102,-0.2267792,0.03704928,0.018606346,-0.07570844,0.0034167543,0.19397512,0.091236815,-0.16636725,-0.11065637,-0.025903378,0.0010382179,0.19024706,-0.02936934,-0.020519502,0.015092507,-0.03948342,0.019163884,0.06281903,-0.15059409,-0.036107276,0.14378044,-0.04272979,-0.019268408,-0.07814687,-0.012856044,0.15559152,-0.010994926,-0.07284196,-0.08966538,0.20072955,0.0112575665,0.05402511,0.11548456,-0.14469075,0.0008111857,-0.124725446,-0.012009781,0.014115805,0.08186729,0.0803571,0.22712255,-0.16702792,0.22940913,-0.12743199,0.24260521,0.1440411,0.08999863,0.17159334,-0.14745438,-0.051089622,0.023515932,-0.01611937,0.055423044,-0.060398713,0.12617388,-0.065416634,0.08296474,0.14253743,-0.15518793,0.0059722364,-0.01968885,-0.06115643,-0.2157092,0.036472328,-0.0359269,-0.025394328,-0.0352014,-0.058168426,-0.028455082,0.10264323,0.003580939,0.09756748,0.14240795,-0.07536302,-0.105026275,0.04466545,-0.00016388297,0.13219236,-0.017187353,0.03620425,-0.040437486,-0.10684614,0.21345955,-0.09875896,-0.026628815,0.014713395,0.21943915,-0.11203512,-0.07169895,-0.02148904,-0.00821095,0.16996802,0.050199267,0.05339168,-0.05596001,0.06649777,-0.12424432,-0.062198125,-0.009028457,0.0866893,-0.19418822
LUNG1-022,-0.0067065274,0.013422372,-0.06780881,-0.007381737,0.02359888,0.014204793,-0.02654156,-0.1607473,-0.021698013,0.141337,0.02772957,0.017668128,-0.14190766,0.030461878,-0.06897741,0.043392066,0.0021613603,-0.033074215,0.004206773,-0.11132911,-0.11751455,0.11318153,0.11970658,-0.025175143,-0.012122303,0.08562661,-0.089408934,-0.03943629,-0.03423021,0.036111213,0.01845538,-0.06720099,0.07212995,0.12089346,-0.084301785,-0.009967443,-0.10039035,-0.005688371,0.007511448,0.030431736,-0.090734415,-0.03552194,-0.072066605,0.015090693,0.011268463,-0.06375791,-0.011787713,0.09350902,-0.07581231,0.057154477,0.03362373,0.020222569,0.10544962,-0.04242535,-0.020905439,-0.12460126,0.09554811,-0.048874315,-0.013824116,0.12122457,-0.062102944,0.047523398,-0.068053186,-0.10125604,0.017731749,0.08070721,0.01442036,0.12690997,-0.088041745,0.17554942,-0.10309757,0.2058879,0.024963204,0.064107046,0.076678164,-0.08336473,-0.017033307,0.037576556,0.04943118,0.03540819,0.010864846,0.10402862,-0.052754957,0.09611156,0.09505328,-0.06453163,-0.07711275,-0.031419426,0.081393406,-0.17138174,0.13574901,-0.021592744,0.06555782,-0.11670985,0.009566924,-0.13478807,0.046984836,-0.026405888,-0.021430597,0.10826501,0.01328497,-0.07148146,-0.0035513267,-0.0063336417,0.13597955,-0.032646276,0.014179688,-0.039744448,-0.03737428,0.12594387,-0.17022038,-0.09621285,0.04667258,0.12888241,0.023627928,-0.10000012,-0.08094533,0.055816848,0.04627444,0.05952882,0.06142225,-0.014829174,-0.04502277,-0.08784877,-0.02083249,0.064244404,0.104996786,-0.15968305
LUNG1-023,0.048456974,0.042815648,-0.07764359,-0.008134052,0.12946916,-0.102437,-0.079412304,-0.1889481,0.04431315,0.15936196,0.047087666,-0.026764192,-0.15265775,-0.060919322,-0.110767916,0.079656094,-0.017155927,-0.10084582,-0.011363849,-0.16442224,-0.120553076,0.06870147,0.1669268,0.019928638,0.010721892,0.05941016,-0.12595268,-0.12443615,-0.086978525,0.11350359,-0.059690956,-0.08433684,0.12666783,0.10074207,0.0033355393,-0.043824956,-0.026432827,0.011250595,-0.018994186,0.013372398,-0.21917383,0.07488454,-0.037745863,0.07306334,0.007128101,-0.102389395,0.001162828,0.112419054,-0.09891617,0.10232801,0.032332882,0.022170028,0.127788,-0.11134799,0.0053885914,-0.018550873,0.14564039,-0.038526,-0.04249546,0.14329489,-0.12852174,-0.011307273,-0.06549157,-0.112252705,0.05740016,-0.030582335,0.013270542,0.20513806,-0.084349535,0.13676779,-0.04557401,0.24394116,0.08489922,0.1309791,0.12188012,-0.10344733,-0.07706461,-0.031696398,0.010851271,0.05176246,0.0032446757,0.16593769,0.0350428,0.019396618,0.100304775,-0.13290258,-0.12064679,-0.014243498,0.066849105,-0.18007451,0.04159391,0.06531709,0.058236897,-0.132048,-0.062055618,-0.07126354,0.05952903,-0.03454017,0.06530964,0.015314907,0.028829727,-0.11444439,-0.009784084,0.020793397,0.08802663,-0.1395164,0.0483674,-0.0298356,-0.16363275,0.0060138255,-0.068026125,-0.033729643,-0.018023573,0.16318688,0.061452962,-0.10361934,-0.052695848,0.058455445,0.0063602384,-0.00854674,0.029143378,0.009492055,-0.11690553,-0.07632863,-0.039401807,0.037818424,0.08574356,-0.08589952
LUNG1-024,0.09467482,0.07600486,-0.15369035,-0.09863035,0.15537615,-0.08780727,-0.045646884,-0.18336135,0.06201475,0.2779585,0.051859856,-0.0025688037,-0.24814859,-0.09754298,-0.10246071,-0.10379337,-0.089965425,0.008451678,-0.039382853,-0.07638789,-0.040713355,0.17096758,0.22908482,-0.024092667,0.041633118,0.040773474,-0.19201897,-0.13496435,-0.095284194,0.17259377,-0.040322743,-0.025219906,0.22668812,0.015192356,0.025153376,-0.05155603,0.0027005486,0.008364001,-0.026516726,0.014140561,-0.14589283,-0.05063721,0.05042837,-0.0787586,0.025283583,-0.0641969,-0.042778786,0.2946377,-0.042788573,0.10951258,-0.033128507,-0.00765289,0.07155825,-0.13079846,-0.030554526,0.0948337,0.0032750964,0.08096454,0.031710144,0.061886936,-0.010410255,0.02577504,-0.15234166,-0.133558,0.036306918,0.09679113,0.012329653,0.18559325,-0.15808292,0.17432329,-0.12852558,0.14873451,0.06806569,0.057565823,0.18002284,-0.119028516,-0.026454676,-0.0020553959,0.0975943,0.010300562,-0.021753505,0.1241462,0.0020188391,0.18379891,0.114212506,-0.18249327,-0.10474475,-0.0073704915,-0.008022621,-0.23621926,0.11908454,0.023185972,0.021476094,-0.04334906,-0.112892,-0.07716941,0.008788014,-0.01485059,0.10742097,0.014276013,0.032914847,-0.08978985,-0.025656529,0.086229846,0.076702766,0.012347907,0.020298887,-0.0665995,-0.13644376,0.12291962,-0.061586857,-0.0026519634,-0.0111748725,0.16465543,-0.040560506,-0.04643952,-0.043527447,0.00017639995,0.03494186,0.069174945,0.0028605945,0.0011157021,-0.025145203,0.025355205,-0.058661226,-0.008219175,0.008279931,-0.080781095
LUNG1-025,0.009065345,0.026952503,-0.090068914,0.020204183,0.08187343,-0.07004584,0.007812105,-0.1236071,0.046465863,0.08075615,0.067475244,-0.07013766,-0.107223414,-0.020676129,-0.12972261,0.059298366,0.061104342,-0.06355254,0.029878972,-0.14521727,-0.09783138,-0.0018750727,0.09407021,0.016224781,0.05358453,0.0866692,-0.096341565,-0.029268153,-0.06328142,0.054093856,0.023316026,-0.0676353,0.06421177,0.06535228,-0.026628494,-0.047520347,-0.08018455,-0.022717025,0.04720398,-0.009141808,-0.053709514,-0.0017834939,0.027284987,0.1045505,-0.0023628268,0.013724778,0.022163622,0.14745814,-0.13713413,0.030960806,0.0021471307,0.0056039914,0.08582721,-0.1031224,-0.03593252,-0.04870429,0.10456078,0.0015528165,-0.028229248,0.13344839,-0.044039197,-0.073541574,-0.12332913,-0.121759325,-0.014240244,-0.021562096,0.0032799952,0.20335668,-0.06383487,0.13793103,-0.1357544,0.21141621,0.041766305,0.07809134,0.13824373,-0.035532314,0.004625026,-0.0154697895,0.076465465,0.09493038,0.053712577,0.101281844,-0.07034336,0.01370804,0.029271131,-0.081932135,-0.122488916,-0.07160525,0.10787186,-0.1616637,0.08910676,-0.0019988306,0.1097502,-0.06555792,0.049800716,-0.105760075,-0.028318834,-0.0014327122,0.013951693,0.04926484,-0.023674797,-0.050976846,0.05781495,0.032620203,0.058184624,-0.022665063,0.042849913,-0.055869732,-0.12954293,0.04920969,-0.09232216,-0.05615005,-0.01605789,0.1196236,0.03321339,-0.09365827,-0.013249656,0.058778472,0.03227571,0.13431409,0.010848034,-0.1086424,-0.0453358,-0.0807797,-0.052626945,0.007955294,0.068973795,-0.15389536
